threshold,recallSensitivity,specificity,precision,f1,accuracy,balancedAccuracy,negativePredictiveValue,tn,fp,fn,tp,auroc,auprc,brier,ece
0.779,0.49492950502577177,0.9442073994058872,0.9146245712632753,0.6422948845375335,0.698438522559771,0.7195684522158294,0.6075359901304072,69928,4132,45173,44266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.78,0.49492950502577177,0.9442073994058872,0.9146245712632753,0.6422948845375335,0.698438522559771,0.7195684522158294,0.6075359901304072,69928,4132,45173,44266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.781,0.49492950502577177,0.9442073994058872,0.9146245712632753,0.6422948845375335,0.698438522559771,0.7195684522158294,0.6075359901304072,69928,4132,45173,44266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.782,0.49492950502577177,0.9442073994058872,0.9146245712632753,0.6422948845375335,0.698438522559771,0.7195684522158294,0.6075359901304072,69928,4132,45173,44266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.783,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.784,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.785,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.786,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.787,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.788,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.789,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.79,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.791,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.792,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.793,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.794,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.795,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.796,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.797,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.798,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.799,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.8,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.801,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.802,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.803,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.804,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.805,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.806,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.807,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.808,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.809,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.81,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.811,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.812,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.813,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.814,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.815,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.816,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.817,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.818,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.819,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.82,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.821,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.822,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.823,0.44610293048893657,0.9587091547394004,0.9288125334636963,0.6027221366204417,0.6782977265915999,0.7024060426141685,0.5890229131754907,71002,3058,49540,39899,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.824,0.445912856807433,0.9587496624358628,0.9288492442415632,0.6025563546262162,0.6782120991565698,0.7023312596216479,0.5889500837743236,71005,3055,49557,39882,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.825,0.445912856807433,0.9587496624358628,0.9288492442415632,0.6025563546262162,0.6782120991565698,0.7023312596216479,0.5889500837743236,71005,3055,49557,39882,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.826,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.827,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.828,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.829,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.83,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.831,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.832,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.833,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.834,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.835,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.836,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.837,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.838,0.44566687910195774,0.9588036726978126,0.9288993498170632,0.6023422742727617,0.6781020067401023,0.7022352758998852,0.5888562709390652,71009,3051,49579,39860,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.839,0.39635952995896645,0.9702133405347015,0.9414170384533673,0.55785042684606,0.656297592034202,0.683286435246834,0.5709813020986467,71854,2206,53989,35450,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.84,0.39635952995896645,0.9702133405347015,0.9414170384533673,0.55785042684606,0.656297592034202,0.683286435246834,0.5709813020986467,71854,2206,53989,35450,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.841,0.39635952995896645,0.9702133405347015,0.9414170384533673,0.55785042684606,0.656297592034202,0.683286435246834,0.5709813020986467,71854,2206,53989,35450,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.842,0.39635952995896645,0.9702133405347015,0.9414170384533673,0.55785042684606,0.656297592034202,0.683286435246834,0.5709813020986467,71854,2206,53989,35450,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.843,0.3891255492570355,0.9713205509046718,0.9424811113819157,0.5508285456531029,0.6528419134061982,0.6802230500808537,0.5683405492525994,71936,2124,54636,34803,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.844,0.3891255492570355,0.9713205509046718,0.9424811113819157,0.5508285456531029,0.6528419134061982,0.6802230500808537,0.5683405492525994,71936,2124,54636,34803,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.845,0.3891255492570355,0.9713205509046718,0.9424811113819157,0.5508285456531029,0.6528419134061982,0.6802230500808537,0.5683405492525994,71936,2124,54636,34803,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.846,0.3891255492570355,0.9713205509046718,0.9424811113819157,0.5508285456531029,0.6528419134061982,0.6802230500808537,0.5683405492525994,71936,2124,54636,34803,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.847,0.3891255492570355,0.9713205509046718,0.9424811113819157,0.5508285456531029,0.6528419134061982,0.6802230500808537,0.5683405492525994,71936,2124,54636,34803,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.848,0.3891255492570355,0.9713205509046718,0.9424811113819157,0.5508285456531029,0.6528419134061982,0.6802230500808537,0.5683405492525994,71936,2124,54636,34803,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.849,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.85,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.851,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.852,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.853,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.854,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.855,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.856,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.857,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.858,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.859,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.86,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.861,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.862,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.863,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.864,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.865,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.866,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.867,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.868,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.869,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.87,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.871,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.872,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.873,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.874,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.875,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.876,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.877,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.878,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.879,0.3891143684522412,0.9713205509046718,0.9424795537019985,0.550817077513552,0.652835797160839,0.6802174596784565,0.5683360590331271,71936,2124,54637,34802,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.88,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.881,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.882,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.883,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.884,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.885,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.886,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.887,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.888,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.889,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.89,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.891,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.892,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.893,0.3481478996858194,0.9778017823386443,0.9498505277286315,0.5095360044509536,0.6333616719368315,0.6629748410122318,0.5539906821606984,72416,1644,58301,31138,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.894,0.28392535694719306,0.9859708344585472,0.9606930730526236,0.4383112399889533,0.6019302870353948,0.6349480957028701,0.5327433499190171,73021,1039,64045,25394,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.895,0.28392535694719306,0.9859708344585472,0.9606930730526236,0.4383112399889533,0.6019302870353948,0.6349480957028701,0.5327433499190171,73021,1039,64045,25394,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.896,0.28392535694719306,0.9859708344585472,0.9606930730526236,0.4383112399889533,0.6019302870353948,0.6349480957028701,0.5327433499190171,73021,1039,64045,25394,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.897,0.28392535694719306,0.9859708344585472,0.9606930730526236,0.4383112399889533,0.6019302870353948,0.6349480957028701,0.5327433499190171,73021,1039,64045,25394,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.898,0.28392535694719306,0.9859708344585472,0.9606930730526236,0.4383112399889533,0.6019302870353948,0.6349480957028701,0.5327433499190171,73021,1039,64045,25394,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.899,0.28392535694719306,0.9859708344585472,0.9606930730526236,0.4383112399889533,0.6019302870353948,0.6349480957028701,0.5327433499190171,73021,1039,64045,25394,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
